gene_id	zygote_1	zygote_2	zygote_3	zygote_4	zygote_5	zygote_6	zygote_7	zygote_8	zygote_9
ENSMUSG00000074252	3996.95	235898	107680	0	250056	7435.22	0	0	0
ENSMUSG00000074254	278197	42967.6	25850.6	45025.9	178889	0	0	0	119844
ENSMUSG00000074259	106051	0	721159	15525.9	0	479662	1607.03	0	134088
ENSMUSG00000074264	0	0	0.0319895	0	93609.7	201221	0	0	0
ENSMUSG00000074269	298309	329840	294421	117364	414051	487478	7267.65	24756.8	27688.4
ENSMUSG00000074272	0	0	64317.5	1323.2	0	0	0	0	0
ENSMUSG00000074274	0	0	0	0	0	0	670365	0	0
ENSMUSG00000074277	0	0	66957	2922.59	21039.5	30729.3	0	15197.3	0
ENSMUSG00000074282	21447.9	40985	105730	348288	20913.6	137330	0	38217.9	29856.3
ENSMUSG00000074283	511567	231138	184735	569231	299287	191275	0	364265	483631
ENSMUSG00000074305	638206	655726	479265	502147	497185	564617	447345	486029	660615
ENSMUSG00000074340	0	96465.5	0	0	0	17962.2	0	0	1293390
ENSMUSG00000074342	426619	181052	2236590	71727.4	248768	719592	47908.4	92501	361226
ENSMUSG00000074344	0	0	0	61693.5	0	104867	0	0	0
ENSMUSG00000074355	0	0	2.24E-74	1994.36	5.06E-291	0	1595.72	0	0
ENSMUSG00000074357	0	0	0	22088.5	0	6752.09	254389	0	0
ENSMUSG00000074358	0	32279.8	309112	85229.8	0	0	11283.3	167862	0
ENSMUSG00000074361	9982.64	0	0	5330.26	0	0	36490.5	11247.2	5798.46
ENSMUSG00000074364	0	0	0	0	0	32241.4	0	0	0
ENSMUSG00000074365	0	0	0	0	0	0	413660	0	0
ENSMUSG00000074366	6593950	6870230	4137760	6782250	8188880	8673080	1632420	7409160	11191600
ENSMUSG00000074369	6533330	7078070	3700740	6589660	8296630	9868390	2803540	7460750	12746200
ENSMUSG00000074377	163348	231747	329008	232008	84240.8	34201.5	0	134365	80233.7
ENSMUSG00000074384	0	0	0	0	0	0	0	0	0
ENSMUSG00000074385	0	0	0	0.00346101	0	0	0	0	0
ENSMUSG00000074397	391774	458335	867445	586905	729099	974114	0	548390	590805
ENSMUSG00000074401	0	0	0	9090.07	20325.9	0	0	0	0
ENSMUSG00000074403	62066.1	0	71735.4	63726.6	59659.8	1.01E-14	0	0	0
ENSMUSG00000074405	20349.9	55532.6	219106	115294	2784.42	99892.5	1795.36	40428.4	96131.7
ENSMUSG00000074406	21528.2	51991.5	20637.6	116742	39516.5	3274.15	0	123716	43324.1
ENSMUSG00000074414	0	0	0	0	0	0	0	0	5.71E-56
ENSMUSG00000074452	797556	453707	746750	464867	550156	662786	175324	728439	368019
ENSMUSG00000074457	520582	390990	1021810	303194	507982	472917	0	195193	279125
ENSMUSG00000074461	101151	2688.5	0	0	0	0	0	12450.8	6753.3
ENSMUSG00000074472	0	0	644.543	0	0	0	0	0	0
ENSMUSG00000074476	1015060	690627	977416	723309	965113	1015050	2831.34	586533	248302
ENSMUSG00000074479	855131	925929	816185	648112	627120	750491	812366	869075	677673
ENSMUSG00000074480	28749.3	4224.12	7352.36	22233.3	3169.13	0	0	53644.4	0
ENSMUSG00000074486	0	0	0	0	172160	0	0	0	0
ENSMUSG00000074489	149501	81227.1	148459	0	0	3899.16	0	0	0
ENSMUSG00000074491	0	5.26E-06	0	0	0	0	0	0	13315.7
ENSMUSG00000074497	2592.45	8384	0	0	0	19577.5	0	0	0
ENSMUSG00000074500	446341	79623	41234.3	61236.4	688770	583812	1079680	1572410	82496
ENSMUSG00000074501	88751.4	96672.5	46987.3	86698.9	0	0	0	0	0
ENSMUSG00000074502	0	0	0	0	0	0	974919	0	0
ENSMUSG00000074505	12695.2	4115.4	11616.3	9385.42	765.703	16308.6	0	6472.74	1517.84
ENSMUSG00000074513	2532110	2881010	2206430	3147260	2994090	3011730	1924660	3157970	3054860
ENSMUSG00000074516	19121	20869.8	81005.5	37552.1	26261.5	36486.2	0	0	54011
ENSMUSG00000074519	0	0	0	0	0	0	0	25890.6	0
ENSMUSG00000074529	0	0	205206	0	0	0	0	0	0
ENSMUSG00000074564	0	0	0	0	0	0	898909	0	0
ENSMUSG00000074575	0	26983.4	0	0	26138.6	22792.4	0	0	0
ENSMUSG00000074576	7537.65	0	0	0	0	0	0	0	0
ENSMUSG00000074578	136397	140502	220504	471196	1052810	337850	4405790	56323.8	184253
ENSMUSG00000074579	53765	75669.2	37328.7	193592	71322	66610.5	108845	94607.2	155448
ENSMUSG00000074580	117413	318581	275639	225847	180706	171660	3.65E-85	117221	105047
ENSMUSG00000074582	130111	112242	74138.1	109714	84409.3	142265	285638	69637.4	111815
ENSMUSG00000074591	63240.2	5013.49	0	0	0	0	0	0	0
ENSMUSG00000074594	0	0	0	0	0	0	141576	0	0
ENSMUSG00000074603	0	0	0	0	0	0	3431.17	0	0
ENSMUSG00000074607	43235.4	187293	128914	71536.7	36832.8	70686.2	0	73972.4	31104.3
ENSMUSG00000074622	0	0	0	0	7018.97	0	0	0	0
ENSMUSG00000074623	0	0	0	0	27421.7	0	0	0	0
ENSMUSG00000074627	119452	0	0	0	0	0	12289.5	3698.04	0
ENSMUSG00000074629	0	0	0	0	0	93980.6	1441460	0	0
ENSMUSG00000074634	37153.9	17561.9	12813.8	3.14E-05	50473.3	42218.3	0	46437	24894.8
ENSMUSG00000074635	126255	61571.4	7049.39	276155	335886	474787	0	336524	177100
ENSMUSG00000074637	3196.62	3565.35	0	0	0	12148.1	0	0	0
ENSMUSG00000074643	534002	99220.4	505402	460643	475034	560002	2041.63	471918	690508
ENSMUSG00000074646	1.35E-29	117839	2.55E-20	2118.52	80204.3	22191.4	0	2.06E-208	57147.3
ENSMUSG00000074647	27363.5	1045.25	0	0	0	0	0	0	0
ENSMUSG00000074651	0	0	1289.97	0	0	0	0	24401.8	13515.1
ENSMUSG00000074652	0	0	0	0	0	27941.7	0	0	0
ENSMUSG00000074653	0	51344.5	1234.37	1192.86	76000.7	0	0	31614.9	125885
ENSMUSG00000074656	1514990	1951140	2055840	2110410	1876320	2179590	1470170	2598270	2759540
ENSMUSG00000074657	0	0	0	0	0	0	565.813	0	0
ENSMUSG00000074661	1904.18	0	1050.6	0	0	3613.54	188136	0	0
ENSMUSG00000074673	0	0	85517	0	0	269035	0	0	0
ENSMUSG00000074677	48941.7	119078	36582.7	94376.5	97297.4	62195.5	0	123001	108152
ENSMUSG00000074681	103742	256387	0	84641.8	176306	0	0	0	0
ENSMUSG00000074682	1045250	1269350	1210210	1154830	1369630	1101220	219209	1160060	734716
ENSMUSG00000074695	57364.4	35426.7	85521.2	12767.2	62221.6	86624.2	0	8181.4	54782.9
ENSMUSG00000074698	465275	433920	1198710	147194	208921	154535	624890	434660	24982.6
ENSMUSG00000074704	29822.9	19549.1	102059	62084.9	0	10799.9	194207	67574.4	23439.2
ENSMUSG00000074715	60936.2	2042.09	2327.46	9450.7	40225.5	21844.2	0	0	2366.28
ENSMUSG00000074731	541536	977392	327853	621494	646870	744979	105592	678540	696771
ENSMUSG00000074734	0	1.26E-243	1151.11	4.61E-179	0	10034.6	0	0	0
ENSMUSG00000074735	0	6120.41	0	0	0	0	0	0	0
ENSMUSG00000074736	52634.6	2325.78	117758	0	17342.5	186301	0	132086	0
ENSMUSG00000074746	107715	73869	200982	56336	83490.5	38065.5	3149.13	35898.5	125751
ENSMUSG00000074748	107101	131634	121366	149499	80185	45362.8	0	47892	38248.9
ENSMUSG00000074749	331801	570955	338707	408740	98434.5	66455.6	253441	755995	34311.8
ENSMUSG00000074754	3026280	5146110	4789850	4165640	4173180	4453250	38721.8	4113260	4524760
ENSMUSG00000074766	1422.38	0	0	0	0	0	1130.33	0	0
ENSMUSG00000074780	1950950	2724320	2575730	2549940	2400620	1919760	1641980	2963830	2789690
ENSMUSG00000074781	176035	173957	218097	168118	159649	162127	0	138665	142162
ENSMUSG00000074785	155107	172572	161415	158975	91197.4	146834	34473.4	175987	164202
ENSMUSG00000074794	0	18509.3	0	81044.6	230629	51656.5	0	434494	69862.1
ENSMUSG00000074797	37716.4	177874	439028	64723.1	72242.6	1097350	0	546083	77450.8
ENSMUSG00000074802	243452	258800	213285	207028	185260	134363	62634.7	201843	215455
ENSMUSG00000074807	4.03E-48	2.76E-64	0	0	0	0	0	0	0
ENSMUSG00000074811	16006.5	4607.05	194513	73895.4	211813	80233.1	0	8067.73	24959.9
ENSMUSG00000074817	837.021	0	0	934.886	0	0	0	0	0
ENSMUSG00000074818	0	0	2999.94	0	0	0	0	0	0
ENSMUSG00000074822	0	0	0	0	444632	2400790	24049700	0	0
ENSMUSG00000074824	31877	20172.6	25011.3	7886.06	8245.57	108499	0	90212.2	33324.3
ENSMUSG00000074825	2751.06	4437.84	0	112418	71091.7	0	1022.24	0	18914
ENSMUSG00000074826	191377	80058.9	270001	191072	211322	89099.2	0	286275	55224.5
ENSMUSG00000074829	2777.35	6731.77	0	0	8254.63	0	0	3868.71	7756.16
ENSMUSG00000074830	81442.3	48372	26226	44253.3	23923	32772.2	0	44732.3	117308
ENSMUSG00000074832	462399	193297	25964.5	451108	1510010	285778	0	1485720	492109
ENSMUSG00000074837	0	0	0	0	0	0	7207.7	0	0
ENSMUSG00000074846	2866430	2188530	2373820	2478280	3152920	2494860	238871	2526000	1719980
ENSMUSG00000074852	0	13691.3	0	3088.31	25695.6	0	0	3970.49	0
ENSMUSG00000074862	284102	667088	2079450	354878	72960.5	0	671274	1113580	86684.5
ENSMUSG00000074865	4891.33	0	0	0	14678.8	0	0	17268.4	0
ENSMUSG00000074867	0	8719.78	0	0	0	0	0	0	0
ENSMUSG00000074870	250011	171563	392683	440904	709193	222170	2274.68	389374	97061.6
ENSMUSG00000074872	111328	62480.9	0	7090.66	88008.6	0	308486	0	19919.2
ENSMUSG00000074873	0	0	0	0	14121.3	0	0	0	0
ENSMUSG00000074882	28494.1	24188.3	0	0	0	0	0	0	0
ENSMUSG00000074884	10884500	9132830	9899000	9436950	9795910	9689680	1988850	9435840	12696800
ENSMUSG00000074887	602624	431452	201496	840903	302888	49290.4	0	282383	660075
ENSMUSG00000074890	19406.5	5.14E-308	7219.86	52077	1698.18	0	487678	1.84E-213	86554.7
ENSMUSG00000074895	3110510	3594270	4664650	5038520	2736260	4220850	2315230	5642230	3839540
ENSMUSG00000074899	0	66263.3	0	0	0	2716.24	0	0	0
ENSMUSG00000074903	704773	518201	656565	410499	501821	264426	0	197564	1059040
ENSMUSG00000074913	2649920	2595810	3647370	2092940	2210320	2696590	13969.7	1020600	2849670
ENSMUSG00000074919	12637.6	6681.68	0	21225.1	0	11825.1	7163.01	0	0
ENSMUSG00000074922	820079	919277	893243	940157	341984	494110	0	517247	425685
ENSMUSG00000074923	0	0	0	0	0	15724.9	0	0	0
ENSMUSG00000074925	269359	118511	57485.2	35125.4	83480.9	17786.8	0	14942.8	38450.7
ENSMUSG00000074934	0	0	0	0	0	0	0	0	2606.01
ENSMUSG00000074968	0	1990.88	0	0	0	0	0	6914.12	0
ENSMUSG00000074991	749866	890600	782953	478750	839912	845846	670614	522882	650839
ENSMUSG00000074994	223860	217988	232290	182218	179062	215186	29880.5	183132	167631
ENSMUSG00000075000	103753	146999	99843.8	55194.1	297802	56234.7	2365.96	84390.5	65223.2
ENSMUSG00000075002	5339900	6463220	4115500	5343800	6060410	6489990	0	5186450	5772550
ENSMUSG00000075006	0	0	0	0	0	0	4254840	0	0
ENSMUSG00000075012	0	0	0	45494.7	0	0	0	0	0
ENSMUSG00000075014	474971	697813	522560	507094	900979	165487	8235100	482154	523177
ENSMUSG00000075015	298658	295559	212725	182668	373269	87520.4	12291100	421504	254732
ENSMUSG00000075023	14713700	15261900	11012500	15048800	17486000	15188300	10018500	15184900	18293500
ENSMUSG00000075033	0	0	0	4278.55	0	0	0	0	0
ENSMUSG00000075040	99826.9	19482.3	1637120	223445	0	237964	1957.28	610050	0
ENSMUSG00000075043	0	138396	0	12561.6	0	0	0	0	0
ENSMUSG00000075044	0	0	1357.25	0	0	0	0	59432.5	42782.9
ENSMUSG00000075045	1330900	2485040	1974210	2121130	2698530	2101400	1825260	2264410	1978280
ENSMUSG00000075053	1177410	1271530	939677	1256040	1142690	1460490	664946	1408070	1346240
ENSMUSG00000075054	214016	244407	187568	242161	308515	301195	1490.91	242852	266401
ENSMUSG00000075119	0	95738.3	224096	155153	0	65230.5	0	130784	55340.1
ENSMUSG00000075122	0	0	0	0	37823.4	0	0	0	34083.1
ENSMUSG00000075134	0	0	194001	0	0	0	0	0	0
ENSMUSG00000075135	18913.6	46785.6	0	0	0	0	0	0	0
ENSMUSG00000075136	66937.5	70527.3	0	187523	202668	0	0	151541	32868.8
ENSMUSG00000075137	45684	0	0	42175.6	0	0	0	0	0
ENSMUSG00000075166	182439	403874	3164.6	367600	349480	208537	0	64464.2	192336
ENSMUSG00000075184	0	0	0	0	0	0	157415	0	0
ENSMUSG00000075193	253764	0	0	0	0	0	0	0	0
ENSMUSG00000075199	210346	0	0	0	0	114809	0	0	0
ENSMUSG00000075201	45621.2	59038.1	3442.3	88367.5	18374.3	12866.2	0	26405.5	18121.1
ENSMUSG00000075217	0	16789.2	0	0	23404.8	0	0	4888.58	0
ENSMUSG00000075224	28844	17812.1	677.706	40216.2	0	4789.53	0	2610.36	11171.3
ENSMUSG00000075225	248981	0	7426.2	135969	2132.15	10822.2	141078	0	0
ENSMUSG00000075227	43267.5	42852.9	174993	60538.9	75890.1	0	0	205092	0
ENSMUSG00000075229	860764	854106	851208	614547	580845	1010260	0	449214	215301
ENSMUSG00000075232	149337	218389	185302	170356	154029	182250	127434	189995	180638
ENSMUSG00000075249	0	1219.94	188584	0	0	2421.01	108.613	0	4367.22
ENSMUSG00000075254	0	68831.7	0	0	12040.6	0	0	1477.51	0
ENSMUSG00000075256	1682.45	0	0	0	0.0351852	18933.5	0	0	0
ENSMUSG00000075266	380268	547034	497424	505079	602400	324712	0	447118	363220
ENSMUSG00000075269	0	0	0	0	278325	0	0	0	111652
ENSMUSG00000075270	7905.31	0	28849.2	7875.7	7569.39	0	53707.7	0	0
ENSMUSG00000075273	41155.2	37543.4	0	35751.3	20177.4	61136.9	0	39752.6	0
ENSMUSG00000075284	0	0	0	0	0	0	39128.9	0	0
ENSMUSG00000075296	0	0	161259	0	0	0	0	0	0
ENSMUSG00000075297	2.32E-56	95771.1	362037	141841	119378	13011.8	0	199413	95273.5
ENSMUSG00000075302	0	0	0	0	0	0	0	0	15843.5
ENSMUSG00000075304	44644	0	0	0	0	0	4311.51	0	0
ENSMUSG00000075307	37841.9	0	0	0	0	0	0	0	0
ENSMUSG00000075316	1476.16	1142.12	519.754	1044.54	1413.87	1916.51	1098.43	1327.69	0
ENSMUSG00000075324	0	1166.26	550.813	0	0	0	0	0	0
ENSMUSG00000075327	62485.8	64498.1	280654	162055	158363	34700.2	160981	35062.6	15190.4
ENSMUSG00000075359	51244.8	25477.6	23019	36964.9	42158.4	28360.7	26281.6	42065.3	20524.5
ENSMUSG00000075370	0	0	0	284035	0	104836	0	0	0
ENSMUSG00000075376	103631	79912.8	188731	7857.59	9337.46	1160.55	2812.76	0	8695.84
ENSMUSG00000075387	171932	0	0	0	0	32470.3	0	66759.8	0
ENSMUSG00000075395	1529130	1117920	1240440	1346370	1433390	1208320	343488	1842840	1391850
ENSMUSG00000075402	12218.4	239820	79750.2	349583	280219	223071	0	372297	115070
ENSMUSG00000075410	0	30720.5	0	0	0	0	11896.8	0	0
ENSMUSG00000075415	12069.3	19361.7	67393.3	184067	18868.7	13655.5	45195.6	2453.28	5260.16
ENSMUSG00000075419	104558	13026.6	60797.9	46994	0	14206.4	1913630	134394	0
ENSMUSG00000075427	1324540	869586	1206710	1386650	1461730	1077470	1585.82	871483	922867
ENSMUSG00000075467	4606.37	4275.77	26369.4	4429.11	26514.3	0	0	1923.38	16821
ENSMUSG00000075470	460253	301392	374681	299444	299514	173417	93148.8	268265	335580
ENSMUSG00000075486	1594140	1774590	1896490	1695510	2205750	1589840	0	1000850	1563350
ENSMUSG00000075502	152710	171255	277375	168785	298445	49951.3	1838.7	130447	317152
ENSMUSG00000075512	8958160	13911500	11128700	11452500	8348720	6247290	8732780	5405800	7339990
ENSMUSG00000075520	31660.9	0	0	0	0	0	0	0	17652.2
ENSMUSG00000075528	4263.47	33318.5	0	0	516781	122504	0	0	0
ENSMUSG00000075553	0	0	0	0	0	0	0	0	36722.6
ENSMUSG00000075566	74604.1	190140	101507	170856	13298	99257.9	0	138739	202342
ENSMUSG00000075569	0	260676	2413.33	0	0	776902	117557	15474.1	38124.5
ENSMUSG00000075572	0	0	0	429296	0	0	0	0	0
ENSMUSG00000075588	0	0	0	0	3038.94	0	0	0	0
ENSMUSG00000075590	0	0	0	0	0	0	0	0	14010.5
ENSMUSG00000075591	7.66E-31	1.14E-35	6.24E-31	4.50E-27	5.03E-13	0.0223133	0	6.30E-19	2.00E-21
ENSMUSG00000075593	0	0	9.11123000000001e-310	0	0	2.28E-113	0	0	0
ENSMUSG00000075595	377559	451368	446080	350407	280170	282637	460493	245129	389346
ENSMUSG00000075596	0	0	0	4719.25	0	0	0	0	0
ENSMUSG00000075600	62705.8	54189.5	56266.4	79739.1	40177.5	46489.5	13019.6	48313.5	51406
ENSMUSG00000075602	256288	287495	1578230	796011	578909	1455090	0	644364	600988
ENSMUSG00000075604	0	11932.6	0	0	0	0	0	0	0
ENSMUSG00000075610	14244.7	64547.7	0	28096.7	0	0	0	0	9160.78
ENSMUSG00000075700	1137440	987006	1336930	980890	433396	690224	719.108	639935	912872
ENSMUSG00000075701	0	0	0	145540	7757.49	10638.3	396642	0	0
ENSMUSG00000075702	15535.9	32486	24697.4	215766	0	0	59692.9	0	0
ENSMUSG00000075703	365130	1269080	1164920	673180	1456040	350392	4323.53	629196	208454
ENSMUSG00000075705	47124.4	30180.1	182868	45445.3	100947	53360.3	0	46856.3	130222
ENSMUSG00000075706	165241	227967	559771	240238	46806.2	397690	0	284930	404433
ENSMUSG00000075707	0	0	0	20800.3	0	8377.96	0	0	0
ENSMUSG00000076431	0	0	0	1420.82	0	0	0	0	3927.92
ENSMUSG00000076432	399466	561599	312191	561130	498893	585552	100257	420457	402310
ENSMUSG00000076434	2689340	2965740	3332070	2785740	2573500	2719920	0	2467940	2644890
ENSMUSG00000076435	0	35196.2	0	0	4218.4	42279.6	0	0	0
ENSMUSG00000076437	523261	1503070	2180040	828045	1310100	784192	2593530	1481890	1082120
ENSMUSG00000076439	0	0	0	0	11926.9	0	0	7397.72	0
ENSMUSG00000076441	6635.49	3493.82	0	0	13154.7	0	0	0	9141.02
ENSMUSG00000076612	191642	74596.9	2259.36	7976.31	5504.75	0	0	87145.2	0
ENSMUSG00000076937	3186460	5040300	5640810	5380090	6008760	4331270	52138.8	4674110	7049360
ENSMUSG00000077450	308698	559322	530141	665283	526634	195571	0	524995	103440
ENSMUSG00000078080	0	10754.4	0	0	0	36164.5	0	0	0
ENSMUSG00000078091	0	0	0	0	0	0	12514.7	0	0
ENSMUSG00000078096	593921	344901	374630	598827	589537	749807	0	738653	6.87E-27
ENSMUSG00000078126	0	0	0	0	0	0	33224.1	0	0
ENSMUSG00000078134	65393.3	86499.9	49507.6	51017.4	63201.2	68521.5	3071.33	58663.1	12444
ENSMUSG00000078139	4374.96	0.0463584	3663.56	9134.54	5952.31	0.0112793	3252.87	11220.7	0.000863511
ENSMUSG00000078144	0	7279.39	0	0	0	0	0	193850	0
ENSMUSG00000078153	67469.3	74132.1	320897	144106	358941	129044	0	73439.1	214507
ENSMUSG00000078154	0	87490.2	146216	11444.5	24395.4	0	190788	44761.1	0
ENSMUSG00000078160	0	0	0	0	0	0	0	5824.15	2837.02
ENSMUSG00000078161	0	17686.2	0	0	0	0	0	0	0
ENSMUSG00000078173	1.20E-94	1.81E-15	25301.8	580.544	163108	0	0	6.89E-40	0.00335691
ENSMUSG00000078184	129334	182980	171865	152147	123520	148640	0	127080	115821
ENSMUSG00000078185	6478.26	20174.5	138553	0	9351.48	0	0	0	0
ENSMUSG00000078193	0	0	0	76802.4	0	0	0	0	0
ENSMUSG00000078201	49938.2	10942	5582.48	107776	0	156891	0	151546	0
ENSMUSG00000078202	46592.6	24512.6	48229.6	0	0	0	0	0	0
ENSMUSG00000078240	0	5779.4	0	5327.71	0	0	0	0	0
ENSMUSG00000078249	144777	208780	214341	231204	126221	237551	0	228770	113040
ENSMUSG00000078284	52197.3	0	0.0779369	2.54E-09	0	0.00846927	0	0	0.0189917
ENSMUSG00000078306	0	1056.52	0	972.165	0	1800.84	22210.1	1248.96	0
ENSMUSG00000078307	1645.85	0	888.913	1826.23	3207.44	2109.02	1303.62	1548.31	0
ENSMUSG00000078308	0	0	0	0	0	0	0	1338.05	0
ENSMUSG00000078317	43524.3	41328	24718.9	25103.4	2859.09	43889.7	0	27117.2	22868.9
ENSMUSG00000078320	0	0	0	0	0	0	1467.36	0	0
ENSMUSG00000078348	3912990	3220350	3950510	3407780	3746160	3891190	2393500	4596370	3484730
ENSMUSG00000078365	2373440	2231160	2314040	1365990	2960330	3188250	12973.6	1414320	1277660
ENSMUSG00000078370	0	0	3599.76	0	0	0	0	0	0
ENSMUSG00000078384	0	0	0	0	0	63256	0	3803.61	0
ENSMUSG00000078427	734228	594007	574124	774251	854736	1164020	4591.38	863198	786036
ENSMUSG00000078429	6813.27	32716.1	106370	106554	55968.7	41749.4	8717.2	50771.8	16992.8
ENSMUSG00000078435	81500.4	85003.4	47567.3	0	3470.4	27491.8	0	9736.39	0
ENSMUSG00000078439	0	0	253889	124121	302621	0	0	0	0
ENSMUSG00000078440	0	0	0	315717	236138	39988.8	13229.9	369941	0
ENSMUSG00000078441	1012020	995675	903434	705965	1232150	1082450	0	903172	480978
ENSMUSG00000078442	540441	288960	619559	401659	313642	225531	0	334794	278995
ENSMUSG00000078444	0	0	0	0	0	185813	0	0	0
ENSMUSG00000078451	196844	165858	0	217750	223780	354360	0	284275	278621
ENSMUSG00000078452	610160	474757	1205420	690620	807497	700948	0	801109	273009
ENSMUSG00000078453	0	24283.6	0	0	0	0	985586	56323.4	0
ENSMUSG00000078484	0	0	8025.25	70215.8	0	0	0	0	65538.1
ENSMUSG00000078485	104936	0	0	0	0	0	0	122418	43041.7
ENSMUSG00000078487	0	0	0	0	0	24166.1	0	0	0
ENSMUSG00000078490	0	0	0	0	0	0	8805.78	0	0
ENSMUSG00000078493	0	0	0	0	0	0	3361330	0	0
ENSMUSG00000078495	82868.8	207636	169908	195405	205097	115701	175100	147097	250686
ENSMUSG00000078496	563550	632454	427808	489330	494018	671003	962864	757526	1199450
ENSMUSG00000078497	514807	277219	267263	254891	235678	356272	505264	270437	467263
ENSMUSG00000078498	1227.21	1548.46	645.962	1427.09	1908.52	2503.09	31356.7	1782.27	0
ENSMUSG00000078500	0	0	0	0	0	6230.41	0	0	0
ENSMUSG00000078502	28870.6	45957.1	45332.5	32291.3	33026.2	30143.3	931.936	35938.7	35766.3
ENSMUSG00000078503	2172.48	5513.56	4014.42	0	5081.02	4431.02	9414.7	3180.49	0
ENSMUSG00000078507	0	0	11849.9	0	0	4067.79	0	0	0
ENSMUSG00000078509	93411	165376	69449.3	97078.1	139611	127588	0	78204.5	90809.8
ENSMUSG00000078510	0	0	0	0	0	0	468400	0	0
ENSMUSG00000078511	0	35131.5	0	0	0	0	0	0	0
ENSMUSG00000078512	0	0	0	0	60490.5	0	0	0	0
ENSMUSG00000078513	0	7002.3	5434.13	10767.9	0	7749.04	0	0	0
ENSMUSG00000078515	211259	243066	363120	218906	280803	254844	96393.3	232559	254402
ENSMUSG00000078517	11070.9	253665	140806	25862	3937.61	9839.76	914363	0	6991.35
ENSMUSG00000078518	0	0	0	0	0	0	44498.4	0	0
ENSMUSG00000078521	2003390	2754690	2351170	1675720	1595620	2154060	0	1312750	1408670
ENSMUSG00000078532	0	7237.13	0	0	9060.71	0	5423.59	0	74893.8
ENSMUSG00000078537	0	0	328373	0	0	0	0	0	0
ENSMUSG00000078546	0	0	0	2445.15	0	0	0	0	0
ENSMUSG00000078554	0	0	0	0	0	0	25400	0	0
ENSMUSG00000078564	0	21316	0	1655.44	2165.46	30694	0	0	43114.9
ENSMUSG00000078566	4043510	3231610	3012990	5030370	4445000	3035660	219450	3163450	4816500
ENSMUSG00000078570	0	3.90E-25	1.12E-129	4.46E-24	0	0	0	0	122002
ENSMUSG00000078572	699014	1154630	1448410	989359	1036360	1482710	0	299425	466565
ENSMUSG00000078576	0	0	0	0	131839	0	0	0	0
ENSMUSG00000078578	3644650	4219320	2207380	3931820	4921960	5968820	787708	4840880	7638570
ENSMUSG00000078582	1267.68	0	1357.35	0	0	21849.9	0	6768.8	3389.86
ENSMUSG00000078584	496157	110796	21688.3	59773	191055	87085.5	846919	619360	37677.3
ENSMUSG00000078588	270725	119267	249101	201128	157975	257018	2080.95	190280	162866
ENSMUSG00000078611	6893.38	95331.7	0	20094.1	0	28846.7	0	4696.76	19241.7
ENSMUSG00000078612	358968	676435	338792	507829	641400	817393	92701.7	489487	631646
ENSMUSG00000078619	1047940	1222170	526053	929383	1057070	775846	17301	710623	629704
ENSMUSG00000078622	6112220	5568140	5364450	6495500	4187340	7450430	5882920	6820660	4793440
ENSMUSG00000078625	0	0	0	0	0	0	5166.17	0	0
ENSMUSG00000078626	83031.9	137177	215934	103632	56838.6	0	0	53138.1	18916.7
ENSMUSG00000078627	5775.62	12951.5	249907	30798.8	116514	101211	1.50756	131271	54276.3
ENSMUSG00000078630	123582	98133.3	131775	70201.5	37800.7	66859.7	18934	105844	24175.2
ENSMUSG00000078632	0	2290.36	182.878	0	0	0	0	0	0
ENSMUSG00000078648	214868	39225.7	637945	0	49037.9	160713	0	0	0
ENSMUSG00000078650	0	8317.86	0	0	0	0	0	0	0
ENSMUSG00000078652	837093	1042500	884595	962921	997486	1064670	2404.42	795551	1153660
ENSMUSG00000078653	174908	102389	4685.02	33388.1	87504	113410	2.25E-117	99969.8	2.47E-29
ENSMUSG00000078656	4623610	3810920	4009710	3845760	4967950	5184370	0	2661410	2554370
ENSMUSG00000078667	22314.3	28346.6	5619.39	22363	26672	15908.8	0	33568.2	12825
ENSMUSG00000078670	0	12381	0	50004.6	10984.8	42874.9	0	0	0
ENSMUSG00000078671	279673	57420.1	1123530	821599	117097	329548	0	709638	155478
ENSMUSG00000078674	0	7214.06	0	0	0	0	0	0	0
ENSMUSG00000078676	0	11722.3	0	45133.2	3254.58	0	0	0	9962.23
ENSMUSG00000078681	24968800	28094200	15994500	22608000	36352200	43097500	301807	30333700	52555900
ENSMUSG00000078686	0	0	0	0	0	14273.7	0	0	0
ENSMUSG00000078691	0	105272	0	0	98905	45936.2	0	92935.3	132181
ENSMUSG00000078695	263316	731335	336591	958003	0	365749	0	214112	81222.2
ENSMUSG00000078713	0	63668.2	0	0	0	0	0	0	0
ENSMUSG00000078716	215756	79602.6	61710.3	136704	354082	186640	0	38243.1	82317
ENSMUSG00000078719	237722	134125	0	14375.5	256317	122622	0	11941.9	82885.1
ENSMUSG00000078721	0	0	0	0	0	0	1559.92	0	0
ENSMUSG00000078722	0	0	0	0	0	0	22785.6	0	0
ENSMUSG00000078762	1643220	1478010	16838.2	902646	1464010	1353910	2086.3	874685	520666
ENSMUSG00000078765	10733300	10585300	15351100	11996500	12374400	12468100	17353.2	16739600	12056200
ENSMUSG00000078768	0	6551.13	0	0	32618.1	0	791740	0	0
ENSMUSG00000078773	1672230	201274	3730120	1808570	2274950	881049	16357.8	1829480	2329050
ENSMUSG00000078776	0	0	283.983	486.594	0	0	0	0	0
ENSMUSG00000078780	0	0	0	0	125580	0	0	389689	0
ENSMUSG00000078783	204675	56577.3	771463	309964	447413	456160	0	355230	94265.4
